"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Area","Singular_max","Overall_max"
1894,38.0999984741211,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1895,35.2999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1896,28.3999996185303,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1897,27.7000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1898,31.5,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1899,50.2999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1900,35.7999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1901,54.9000015258789,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1902,71.0999984741211,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1903,55.9000015258789,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1904,30,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1905,31,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1906,46.7000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1907,26.3999996185303,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1908,29.2000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1909,18.2999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1910,21.1000003814697,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1911,62.7000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1912,29.2000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1913,27.2000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1914,50.7999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1915,68.0999984741211,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1916,41.9000015258789,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1917,21.2999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1918,37.0999984741211,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1919,25.3999996185303,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1920,30.2000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1921,19.1000003814697,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1922,30.7000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1923,30.7000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1924,32.2999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1925,36.2999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1926,58.4000015258789,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1927,28.3999996185303,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1928,48.7999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1929,55.9000015258789,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1930,19.1000003814697,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1931,64,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1932,18.7999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1933,29.5,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1934,31.5,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1935,28.3999996185303,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1936,26.3999996185303,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1937,105.900001525879,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1938,71.4000015258789,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1939,41.7000007629395,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1940,34.7999992370605,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1942,48,53.55,-113.5,59,658,39.5271185535496,49.3105100255108,"North America",105.900001525879,252
1964,61.2000007629395,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1965,34.5,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1966,64.3000030517578,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1967,43.4000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1968,40.0999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1969,54.5999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1970,67.3000030517578,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1971,54.0999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1972,73.4000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1973,42.9000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1974,58.9000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1975,51.0999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1976,43.9000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1977,42.7000007629395,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1978,60.7000007629395,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1979,45.5,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1980,34,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1981,89.6999969482422,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1982,37.5999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1983,38.4000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1984,46.2000007629395,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1985,42.4000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1986,81.5,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1987,91.6999969482422,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1988,79.8000030517578,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1989,80.5,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1990,74.6999969482422,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1991,59.9000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1992,85.9000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1993,54.5999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1994,90.4000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1995,55.0999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1996,86.0999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1997,75.1999969482422,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1998,34.7999992370605,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1999,49.7999992370605,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2000,84.0999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2001,105.400001525879,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2002,42.7000007629395,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2003,68.3000030517578,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2004,62.5,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2005,56.5999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2006,75.1999969482422,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2007,59.4000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2008,80.8000030517578,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2009,80,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2010,63.7999992370605,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2011,88.5999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2012,45.7000007629395,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2013,83.8000030517578,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2014,54.9000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2015,52.0999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2016,66.3000030517578,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2017,71.4000015258789,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2018,82.5999984741211,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
2019,65,42.8939,-85.5447,56,237.1,62.7875001771109,49.3105100255108,"North America",105.400001525879,252
1942,100.800003051758,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1943,50.7999992370605,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1944,87.0999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1945,75.1999969482422,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1946,121.199996948242,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1947,44.7000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1948,60.7000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1949,56.0999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1950,68.3000030517578,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1951,91.6999969482422,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1952,66,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1953,92.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1954,62,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1955,64,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1956,64,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1957,45,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1958,61.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1959,58.7000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1960,64.3000030517578,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1961,51.0999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1962,53.2999992370605,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1963,56.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1964,76.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1965,41.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1966,65.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1967,48.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1968,55.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1969,46.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1970,73.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1971,60.2000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1972,70.0999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1973,68.3000030517578,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1974,62.7000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1975,80.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1976,51.2999992370605,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1977,42.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1978,43,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1979,47.5999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1980,63,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1981,82.5999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1982,84,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1983,52.7999992370605,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1984,74.9000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1985,52.2000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1986,70.5999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1987,46.7999992370605,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1988,47.7999992370605,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1989,52,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1990,60.5999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1991,51.7999992370605,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1992,48.2000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1994,69.5,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1995,58.7000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1996,47.7000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1997,66.8000030517578,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1998,83.0999984741211,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1999,72.9000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2000,72,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2001,99.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2002,71.8000030517578,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2003,45.2000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2004,64.3000030517578,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2005,73.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2006,54,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2007,77.8000030517578,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2008,97.1999969482422,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2009,53.2000007629395,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2010,73,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
2011,64.4000015258789,47.6167,-52.75,69,141,64.6434785041256,49.3105100255108,"North America",121.199996948242,252
1905,163.300003051758,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1907,83.8000030517578,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1908,53.5999984741211,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1909,88.9000015258789,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1910,44.2000007629395,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1911,91.6999969482422,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1912,49,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1913,43.4000015258789,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1916,42.9000015258789,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1917,62.2000007629395,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1918,63.7999992370605,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1919,48,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1920,62.5,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1921,53.2999992370605,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1922,78.1999969482422,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1923,59.7000007629395,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1924,110.699996948242,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1925,45,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1926,60.5,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1927,47,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1928,61,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1929,73.1999969482422,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1931,99.0999984741211,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1932,106.199996948242,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1933,76.1999969482422,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1934,64.3000030517578,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1935,75.6999969482422,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1936,75.1999969482422,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1937,84.3000030517578,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1938,86.5999984741211,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1939,63.7999992370605,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1940,62.2000007629395,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1941,63.5,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1942,51.2999992370605,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1943,57.9000015258789,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1944,93.6999969482422,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1945,82.5999984741211,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1946,69.0999984741211,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1947,103.900001525879,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1948,49.5,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1949,100.099998474121,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1950,96.5,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1951,58.9000015258789,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1952,44.5,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1953,72.9000015258789,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1954,188,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1955,252,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
1956,54.5999984741211,42.45,-71.0833,67,52.1,75.5089549164274,49.3105100255108,"North America",252,252
